NC_013791.2	2.2210715304948648e-05
NC_013792.1	0.9999984589822248
NC_013793.1	0.9999995690698872
NC_000913.3	7.0466799290292025e-06
NC_007164.1	1.6007688205435718e-08
NC_003080.1	0.9891049852787854
NC_002162.1	0.0004119595727151642
NC_004088.1	1.0379695063187487e-05
NC_004838.1	0.9999999999946199
NC_002620.2	3.2390253345891517e-06
NC_002182.1	0.9089151132894628
NC_002488.3	0.00038353343568157266
NC_002489.3	0.9097065315067165
NC_002490.1	0.9694761417906652
NC_002505.1	7.64190938153728e-10
NC_002506.1	7.307055908695016e-07
NC_002516.2	2.571021123736385e-07
NC_002737.2	1.1569973547196455e-07
NC_002663.1	6.592454259421166e-07
NC_002946.2	2.746812648153642e-06
NC_002662.1	8.907710950624951e-07
NC_003028.3	2.8615909545000328e-08
NC_002696.2	1.946666557784663e-08
NC_004337.2	2.83314449210037e-06
NC_004851.1	0.9999999999996931
NC_003197.2	1.2783078212516437e-05
NC_003277.2	1.0
NC_003047.1	3.0090429673597163e-05
NC_003037.1	0.9880074858046637
NC_003078.1	0.9943065936915284
NC_002932.3	5.1073752886313905e-09
NC_003103.1	3.719776484355894e-11
NC_003098.1	4.472246404153884e-08
NC_003869.1	3.385487104808733e-05
NC_006526.2	3.0104224546538525e-10
NC_003317.1	1.9974008052042246e-09
NC_003318.1	3.4058724133775794e-07
NC_003902.1	1.0636954283112686e-05
NC_003919.1	4.009692723563995e-06
NC_003921.3	0.9779034230697681
NC_003922.1	0.999999999994722
NC_005043.1	1.864575463229039e-06
NC_004556.1	3.691601415437712e-05
NC_004554.1	0.9245488323655329
NC_004116.1	3.3569365705399415e-06
NC_003485.1	5.96470256812949e-07
NC_004061.1	1.6745214932963728e-06
NC_006834.1	1.2414059102428218e-06
NC_004741.1	1.7931067120060627e-06
NC_004070.1	6.040988815778387e-07
NC_004431.1	1.9788486788230735e-05
NC_004350.2	1.714667265417249e-07
NC_004572.3	0.45893517680560675
NC_004310.3	1.5553899411878966e-09
NC_004311.2	4.248371233237467e-07
NC_004307.2	1.2281084923031638e-12
NC_004943.1	0.5257043278264596
NC_004631.1	8.248914548329467e-06
NC_002947.4	2.5087467961789524e-06
NC_002950.2	1.0950778714095652e-06
NC_003361.3	9.058698316004481e-07
NC_004720.1	0.282802276635487
NC_004557.1	4.806866462090507e-06
NC_004565.1	0.9999999999966216
NC_004461.1	0.0003429985987079044
NC_005008.1	0.7900612299818608
NC_005007.1	0.6844363688752516
NC_005006.1	0.9938298945542521
NC_005005.1	0.8314738641746611
NC_005004.1	0.9603450452465762
NC_005003.1	0.9877318423270843
NC_006087.1	8.400615705897801e-05
NC_005823.1	1.5149257311194322e-06
NC_005824.1	5.5097182286855936e-05
NC_005085.1	2.005710300741796e-08
NC_004545.1	0.007795706348316547
NC_004555.1	0.7619809049625211
NC_006300.1	1.0885289328428625e-08
NC_002971.4	1.1084923133038858e-05
NC_004704.2	0.636467497368915
NC_004668.1	1.2315072295635484e-06
NC_004669.1	0.999999996319135
NC_004671.1	0.9999999207962672
NC_004670.1	0.9992641544707594
NC_004578.1	3.401847163681329e-06
NC_004633.1	0.7136252395433151
NC_004632.1	0.3032717313682975
NC_004722.1	2.8005248212428603e-06
NC_004721.2	0.6840107045870237
NC_003997.3	2.1194966124404234e-06
NC_002944.2	3.293137720440271e-06
NC_005810.1	8.654366811863602e-06
NC_005813.1	0.9999995894835503
NC_005814.1	0.9555047673659179
NC_005815.1	0.9999999999900218
NC_005816.1	0.9207813788668872
NC_004917.1	8.059422965445157e-08
NC_005042.1	0.0038001226310102982
NC_002940.2	1.8751947375178348e-06
NC_002939.5	1.2820209462298584e-06
NC_003909.8	8.461876630813846e-07
NC_005707.1	0.9999999993027606
NC_002978.6	8.06979613616047e-06
NC_006142.1	6.683723050655451e-08
NC_005362.1	1.3651120035690524e-09
