Unnamed: 0,file,id,label,label_number,type
1,202093,NZ_CP019484.1,Proteobacteria,0,Train
2,221951,NZ_CP024448.1,Proteobacteria,0,Train
3,83096,NZ_CP043044.1,Proteobacteria,0,Train
4,163511,NZ_CP015322.1,Proteobacteria,0,Train
5,223494,NZ_CP010727.1,Proteobacteria,0,Train
6,290148,NZ_CP006760.1,Proteobacteria,0,Train
7,53671,NZ_CP029325.1,Firmicutes,1,Train
8,140235,NZ_CP017565.1,Proteobacteria,0,Train
9,334821,NZ_CP022727.1,Proteobacteria,0,Train
10,128803,NZ_CP045348.1,Proteobacteria,0,Train
11,187718,NZ_CP016905.1,Proteobacteria,0,Train
12,103016,NZ_CP043927.1,Proteobacteria,0,Test
13,295788,NC_018509.1,Firmicutes,1,Train
14,5090,NZ_AP018256.1,Cyanobacteria,6,Train
15,147492,NZ_CP039205.1,Proteobacteria,0,Train
16,325451,NZ_CP031163.1,Deinococcus-Thermus,5,Train
17,212465,NZ_CP024792.1,Cyanobacteria,6,Test
18,181122,NZ_CP013929.1,Proteobacteria,0,Train
19,230672,NZ_CP026404.1,Proteobacteria,0,Train
20,318786,NZ_CP030354.1,Proteobacteria,0,Train
21,94430,NZ_CP040803.1,Firmicutes,1,Train
22,131095,NZ_CP018973.1,Proteobacteria,0,Train
23,331991,NZ_CP022758.1,Proteobacteria,0,Train
24,194937,NZ_CP018742.1,Firmicutes,1,Train
25,117863,NZ_CP044182.1,Proteobacteria,0,Test
26,185720,NZ_CP020910.1,Proteobacteria,0,Train
27,301588,NZ_LR594677.1,Proteobacteria,0,Train
28,207116,NZ_CP024517.1,Proteobacteria,0,Train
29,270211,NZ_CP006635.1,Proteobacteria,0,Train
30,315250,NZ_CP048373.1,Proteobacteria,0,Train
31,33020,NZ_CP038016.1,Firmicutes,1,Train
32,91361,NZ_CP033315.1,Proteobacteria,0,Train
33,67957,NZ_CP021035.1,Actinobacteria,2,Train
34,170306,NZ_CP018080.1,Proteobacteria,0,Test
35,247111,NZ_CP047577.1,Proteobacteria,0,Train
36,129684,NZ_CP045356.1,Proteobacteria,0,Train
37,96281,NZ_CP022666.1,Proteobacteria,0,Train
38,20689,NZ_LR135294.1,Firmicutes,1,Train
39,338590,NZ_CP015630.1,Spirochaetes,7,Train
40,4451,NZ_CP019063.1,Proteobacteria,0,Train
41,320989,NZ_CP032690.1,Proteobacteria,0,Train
42,171300,NZ_CP014002.1,Cyanobacteria,6,Test
43,35128,NZ_CP025213.1,Proteobacteria,0,Train
44,155388,NZ_CP023164.1,Proteobacteria,0,Train
45,328476,NZ_CP022781.1,Proteobacteria,0,Train
46,289165,NC_009040.1,Proteobacteria,0,Train
47,165224,NC_020548.1,Proteobacteria,0,Train
48,55402,NZ_CP040811.1,Proteobacteria,0,Train
49,273607,NZ_CP012940.1,Proteobacteria,0,Train
50,187178,NZ_CP014703.1,Proteobacteria,0,Test
51,155244,NZ_CP040452.1,Proteobacteria,0,Test
52,97494,NZ_CP013504.1,Proteobacteria,0,Train
53,194251,NZ_CP019603.1,Proteobacteria,0,Train
54,263728,NZ_CP006743.1,Firmicutes,1,Test
55,354205,CP042897.1,Proteobacteria,0,Train
56,359341,CP047036.1,Proteobacteria,0,Test
57,254723,NZ_CP038657.1,Proteobacteria,0,Train
58,205547,NZ_CP022661.1,Proteobacteria,0,Test
59,343933,LN997844.1,Actinobacteria,2,Train
60,203525,NZ_CP023068.1,Proteobacteria,0,Train
61,110061,NZ_CP013589.1,Proteobacteria,0,Train
62,364377,CP049317.1,Proteobacteria,0,Train
63,193228,NZ_CP021795.1,Proteobacteria,0,Test
64,221083,NC_015905.1,Spirochaetes,7,Train
65,130213,NZ_CP045339.1,Proteobacteria,0,Train
66,9747,NZ_CP029931.1,Proteobacteria,0,Train
67,163129,NZ_CP015597.1,Actinobacteria,2,Train
68,81770,NZ_CP040929.1,Proteobacteria,0,Test
69,204810,NZ_CP021767.1,Proteobacteria,0,Train
70,188012,NZ_CP021893.1,Firmicutes,1,Test
71,166684,NC_008244.1,Proteobacteria,0,Test
72,249841,NZ_CP035916.1,Proteobacteria,0,Train
73,204350,NZ_CP015290.1,Proteobacteria,0,Train
74,40299,NZ_CP028385.1,Proteobacteria,0,Train
75,28540,NZ_CP027239.1,Actinobacteria,2,Train
76,145614,NZ_CP046258.1,Actinobacteria,2,Train
77,70576,NC_012782.1,Firmicutes,1,Train
78,28502,NZ_CP017309.1,Proteobacteria,0,Train
79,202462,NZ_CP019483.1,Proteobacteria,0,Train
80,164225,NZ_CP015882.1,Proteobacteria,0,Test
81,256969,NC_015685.1,Proteobacteria,0,Train
82,113558,NZ_CP024401.2,Spirochaetes,7,Train
83,241227,NZ_CP026526.1,Proteobacteria,0,Train
84,201508,NZ_CP017084.1,Proteobacteria,0,Train
85,157695,NZ_CP017243.1,Proteobacteria,0,Train
86,346586,CP016641.1,Actinobacteria,2,Train
87,169830,NZ_CP013054.1,Proteobacteria,0,Train
88,62921,NZ_CP015738.1,Proteobacteria,0,Train
89,361155,CP040855.1,Firmicutes,1,Train
90,199527,NZ_LT904889.1,Proteobacteria,0,Train
91,172548,NZ_CP016820.1,Actinobacteria,2,Test
92,82463,NZ_AP014639.1,Cyanobacteria,6,Train
93,76388,NC_017326.1,Proteobacteria,0,Train
94,16830,NZ_CP018821.1,Proteobacteria,0,Train
