Unnamed: 0,file,id,label,label_number,type
250001,290892,NC_015498.1,Proteobacteria,0,Train
250002,135196,NZ_CP010073.1,Proteobacteria,0,Train
250003,55280,NZ_CP040893.1,Proteobacteria,0,Train
250004,196367,NZ_CP022165.1,Proteobacteria,0,Train
250005,207058,NZ_CP017799.1,Firmicutes,1,Train
250006,52601,NZ_CP011601.1,Proteobacteria,0,Train
250007,75270,NC_018689.1,Firmicutes,1,Train
250008,178448,NZ_CP018750.1,Spirochaetes,7,Train
250009,165360,NC_012855.1,Proteobacteria,0,Test
250010,236973,NZ_CP028970.1,Proteobacteria,0,Train
250011,102732,NC_015952.1,Actinobacteria,2,Test
250012,174781,NC_019893.1,other,9,Train
250013,157526,NZ_CP017244.1,Proteobacteria,0,Train
250014,307943,NZ_CP016617.1,Proteobacteria,0,Train
250015,318322,NZ_CP030854.1,Bacteroidetes,8,Train
250016,314198,NZ_CP016922.1,Proteobacteria,0,Train
250017,272142,NZ_CP011990.1,Proteobacteria,0,Train
250018,287069,NZ_CP023993.1,Actinobacteria,2,Train
250019,184399,NZ_CP021449.1,Proteobacteria,0,Test
250020,133186,NZ_CP045763.1,Proteobacteria,0,Train
250021,29766,NZ_CP029643.1,Actinobacteria,2,Test
250022,164346,NZ_CP015881.1,Proteobacteria,0,Train
250023,321638,NZ_CP032695.1,Proteobacteria,0,Test
250024,330127,NZ_CP022797.1,Proteobacteria,0,Train
250025,305903,NZ_CP010360.2,Proteobacteria,0,Train
250026,222245,NZ_CP020990.1,Proteobacteria,0,Train
250027,83163,NZ_CP042995.1,Proteobacteria,0,Train
250028,263995,NZ_CP007625.1,Firmicutes,1,Train
250029,270813,NZ_CP012936.1,Proteobacteria,0,Test
250030,166162,NC_009717.1,Proteobacteria,0,Train
250031,50982,NZ_CP031724.1,Proteobacteria,0,Train
250032,295880,NC_018583.1,Actinobacteria,2,Train
250033,106374,NZ_CP022566.1,Proteobacteria,0,Train
250034,312640,NZ_CP030762.1,Proteobacteria,0,Train
250035,155678,NC_017273.1,Deinococcus-Thermus,5,Test
250036,76466,NC_017323.1,Proteobacteria,0,Train
250037,315152,NZ_CP007636.1,Proteobacteria,0,Train
250038,60258,NZ_CP041922.1,Proteobacteria,0,Train
250039,95474,NZ_CP013206.1,Firmicutes,1,Test
250040,141647,NZ_CP020063.1,Proteobacteria,0,Train
250041,74685,NC_020392.1,Firmicutes,1,Train
250042,72912,NC_012226.1,Spirochaetes,7,Train
250043,348873,CP002510.1,Firmicutes,1,Train
250044,296335,NZ_CP029142.1,Proteobacteria,0,Train
250045,262112,NZ_CP007794.1,Proteobacteria,0,Test
250046,310330,NZ_CP029967.1,Firmicutes,1,Train
250047,166064,NC_010996.1,Proteobacteria,0,Train
250048,359135,CP047137.1,Proteobacteria,0,Test
250049,337306,NZ_CP032297.1,Proteobacteria,0,Test
250050,83414,NZ_AP017296.1,Cyanobacteria,6,Train
250051,75084,NC_018696.1,Proteobacteria,0,Test
250052,201737,NZ_CP023381.1,Proteobacteria,0,Train
250053,251473,NZ_CP024940.1,Proteobacteria,0,Train
250054,190849,NZ_CP021820.1,Proteobacteria,0,Test
250055,345921,NZ_CP033036.1,Proteobacteria,0,Test
250056,184513,NZ_CP021449.1,Proteobacteria,0,Test
250057,25690,NZ_CP034999.1,Proteobacteria,0,Train
250058,196317,NZ_CP022167.1,Proteobacteria,0,Test
250059,50225,NZ_CP035649.1,Firmicutes,1,Train
250060,2222,NC_017962.1,Firmicutes,1,Train
250061,286254,NC_014310.1,Proteobacteria,0,Train
250062,316254,NZ_CP018982.1,Proteobacteria,0,Train
250063,152281,NZ_CP018230.1,Proteobacteria,0,Train
250064,184732,NZ_CP020812.1,Actinobacteria,2,Train
250065,123698,NZ_CP023967.1,Firmicutes,1,Train
250066,159590,NC_019956.1,Firmicutes,1,Train
250067,351028,AP018278.1,Cyanobacteria,6,Test
250068,36091,NZ_CP021814.1,Proteobacteria,0,Train
250069,342864,NZ_CP022492.1,Proteobacteria,0,Train
250070,226424,NZ_CP026198.1,Proteobacteria,0,Train
250071,161817,NZ_CP009430.1,Proteobacteria,0,Train
250072,266672,NZ_CP010345.1,Proteobacteria,0,Train
250073,43829,NZ_CP032340.1,Proteobacteria,0,Train
250074,302723,NZ_AP022342.1,Firmicutes,1,Train
250075,26853,NZ_CP034470.1,Proteobacteria,0,Train
250076,292799,NC_017344.1,Firmicutes,1,Train
250077,246287,NZ_CP030263.1,Proteobacteria,0,Train
250078,195930,NZ_CP019585.1,Proteobacteria,0,Train
250079,283267,NC_010158.1,Proteobacteria,0,Train
250080,363920,CP049319.1,Proteobacteria,0,Train
