Unnamed: 0,file,id,label,label_number,type
100001,62129,NZ_LT703506.1,Actinobacteria,2,Train
100002,294574,NZ_CP006570.1,Proteobacteria,0,Train
100003,148304,NZ_CP012688.1,Proteobacteria,0,Train
100004,321971,NZ_CP032688.1,Proteobacteria,0,Train
100005,243897,NZ_CP047116.1,Proteobacteria,0,Train
100006,150655,NZ_CP039229.1,Proteobacteria,0,Train
100007,91418,NZ_CP043423.1,Proteobacteria,0,Train
100008,157823,NZ_CP011772.1,Proteobacteria,0,Train
100009,180977,NZ_CP015485.1,Proteobacteria,0,Test
100010,242808,NZ_CP026938.1,Proteobacteria,0,Test
100011,200950,NZ_AP015032.1,Proteobacteria,0,Train
100012,237780,NZ_CP021730.1,Proteobacteria,0,Train
100013,176805,NZ_CP039651.1,Proteobacteria,0,Test
100014,205805,NZ_CP017208.1,Spirochaetes,7,Train
100015,105686,NZ_CP025513.1,Proteobacteria,0,Train
100016,111751,NZ_CP013531.1,Proteobacteria,0,Train
100017,336488,NZ_CP023246.1,Firmicutes,1,Train
100018,292118,NC_011254.1,Spirochaetes,7,Test
100019,326794,NZ_CP022773.1,Proteobacteria,0,Train
100020,276567,NZ_CP015795.1,Spirochaetes,7,Train
100021,28887,NZ_CP033938.1,Proteobacteria,0,Train
100022,198403,NZ_CP023064.1,Proteobacteria,0,Train
100023,126820,NZ_LR723671.1,Proteobacteria,0,Train
100024,346488,CP012494.1,Proteobacteria,0,Train
100025,331205,NZ_CP022766.1,Proteobacteria,0,Test
100026,354470,CP042639.1,Proteobacteria,0,Train
100027,364597,CP049317.1,Proteobacteria,0,Train
100028,45909,NZ_CP032322.1,Proteobacteria,0,Train
100029,226002,NZ_CP026320.1,Proteobacteria,0,Train
100030,332735,NZ_CP022795.1,Proteobacteria,0,Train
100031,228354,NZ_CP025507.1,Proteobacteria,0,Train
100032,341044,NZ_CP033045.1,Firmicutes,1,Train
100033,345588,NZ_CP033094.1,Proteobacteria,0,Train
100034,282475,NC_011779.1,Spirochaetes,7,Train
100035,53547,NZ_CP039340.1,Proteobacteria,0,Train
100036,141129,NZ_CP038924.1,Proteobacteria,0,Train
100037,181191,NZ_CP010830.1,Proteobacteria,0,Train
100038,290858,NC_015498.1,Proteobacteria,0,Test
100039,230559,NZ_CP026545.1,Proteobacteria,0,Train
100040,312287,NZ_CP030764.1,Proteobacteria,0,Train
100041,14684,NZ_CP017947.1,Proteobacteria,0,Train
100042,263441,NZ_CP006922.1,Proteobacteria,0,Train
100043,230723,NZ_CP026400.1,Proteobacteria,0,Train
100044,364278,CP049318.1,Proteobacteria,0,Train
100045,305261,NZ_CP015231.1,Proteobacteria,0,Train
100046,214805,NZ_CP025569.1,Firmicutes,1,Test
100047,228686,NZ_CP026718.1,Proteobacteria,0,Train
100048,87367,NZ_CP043215.1,Proteobacteria,0,Test
100049,113451,NZ_CP044032.1,Proteobacteria,0,Train
100050,275238,NZ_AP014822.1,Cyanobacteria,6,Train
100051,151468,NZ_CP041960.1,Proteobacteria,0,Train
100052,334242,NZ_CP022771.1,Proteobacteria,0,Test
100053,253015,NZ_CP023723.1,Proteobacteria,0,Train
100054,289054,NC_009508.1,Proteobacteria,0,Train
100055,124528,NZ_CP041739.1,Firmicutes,1,Train
100056,19256,NZ_CP034832.1,Proteobacteria,0,Train
100057,83322,NZ_CP017931.1,Proteobacteria,0,Train
100058,270232,NZ_CP006635.1,Proteobacteria,0,Train
100059,84665,NZ_CP021218.1,Proteobacteria,0,Train
100060,37517,NZ_CP012138.1,Proteobacteria,0,Train
100061,231978,NZ_CP027531.1,Proteobacteria,0,Train
100062,228606,NZ_CP026752.1,Proteobacteria,0,Test
100063,282406,NC_012124.1,Proteobacteria,0,Train
100064,171061,NZ_CP016476.1,Cyanobacteria,6,Train
100065,314482,NZ_CP016498.1,Proteobacteria,0,Test
100066,11276,NZ_CP028186.1,Proteobacteria,0,Train
100067,112708,NZ_CP044079.1,Proteobacteria,0,Train
100068,327678,NZ_CP022779.1,Proteobacteria,0,Train
100069,48928,NZ_CP040096.1,Proteobacteria,0,Train
100070,135585,NZ_CP045054.1,Proteobacteria,0,Train
100071,200650,NZ_CP023550.1,Proteobacteria,0,Train
100072,175540,NC_011777.1,Firmicutes,1,Train
100073,46052,NZ_CP028628.1,Proteobacteria,0,Train
100074,39652,NZ_CP022775.1,Proteobacteria,0,Train
100075,20801,NZ_LR135279.1,Firmicutes,1,Train
100076,90332,NZ_CP015022.1,Proteobacteria,0,Train
100077,343374,NZ_AP018666.1,Proteobacteria,0,Train
100078,41081,NZ_CP039697.1,Proteobacteria,0,Train
100079,292537,NC_017575.1,Proteobacteria,0,Train
100080,345134,NZ_CP033252.1,Proteobacteria,0,Train
100081,71938,NC_009931.1,Cyanobacteria,6,Train
100082,141337,NZ_CP038812.1,Proteobacteria,0,Train
100083,331031,NZ_CP022766.1,Proteobacteria,0,Train
100084,56454,NZ_LR134418.1,Proteobacteria,0,Train
100085,268382,NZ_CP009620.1,Proteobacteria,0,Train
100086,318188,NZ_CP030274.1,Proteobacteria,0,Train
100087,300935,NZ_CP029094.1,Proteobacteria,0,Train
100088,164127,NZ_CP015882.1,Proteobacteria,0,Train
100089,287934,NC_020061.1,Proteobacteria,0,Train
100090,226971,NZ_CP026172.1,Proteobacteria,0,Train
100091,153166,NZ_CP018028.1,Proteobacteria,0,Train
100092,228625,NZ_CP026752.1,Proteobacteria,0,Train
100093,153624,NZ_CP016555.1,Proteobacteria,0,Test
100094,6280,NC_003078.1,Proteobacteria,0,Train
100095,102293,NZ_CP013582.1,Proteobacteria,0,Train
100096,298453,NZ_CP029452.1,Proteobacteria,0,Train
100097,337230,NZ_CP032278.1,Proteobacteria,0,Train
100098,174923,NC_019736.1,Cyanobacteria,6,Train
100099,141459,NZ_CP020111.1,Proteobacteria,0,Train
100100,161986,NZ_CP012399.1,Proteobacteria,0,Train
100101,61518,NZ_CP021374.1,Proteobacteria,0,Train
100102,256090,NC_016587.1,Proteobacteria,0,Train
100103,188144,NZ_CP021936.1,Proteobacteria,0,Test
100104,301594,NZ_LR594677.1,Proteobacteria,0,Train
100105,230083,NZ_CP024313.1,Proteobacteria,0,Train
100106,323412,NZ_CP022683.1,Firmicutes,1,Train
100107,364806,CP048879.1,Proteobacteria,0,Train
100108,231876,NZ_CP027615.1,Proteobacteria,0,Train
100109,59187,NZ_CP041258.1,Firmicutes,1,Train
100110,24980,NZ_CP032095.1,Proteobacteria,0,Train
100111,230028,NZ_CP024313.1,Proteobacteria,0,Train
100112,80625,NZ_CP009864.1,Proteobacteria,0,Train
100113,10203,NZ_CP017893.1,Proteobacteria,0,Test
100114,236739,NZ_CP026266.1,Proteobacteria,0,Train
100115,230950,NZ_CP026416.1,Proteobacteria,0,Train
100116,26600,NZ_CP034405.1,Proteobacteria,0,Test
100117,118640,NZ_CP033559.1,Proteobacteria,0,Train
100118,33361,NZ_LS992182.1,Proteobacteria,0,Train
100119,121379,NZ_CP042502.1,Proteobacteria,0,Test
100120,266218,NZ_CP009919.1,Firmicutes,1,Train
100121,355691,CP030436.1,Firmicutes,1,Test
100122,216989,NZ_CP022523.1,Proteobacteria,0,Train
100123,149105,NZ_CP011375.1,Proteobacteria,0,Test
100124,210612,NZ_CP016369.1,Proteobacteria,0,Train
100125,13564,NZ_CP023821.1,Proteobacteria,0,Train
100126,166547,NC_008757.1,Proteobacteria,0,Train
100127,67105,NZ_CP042264.1,Proteobacteria,0,Train
100128,145241,NZ_CP007616.1,Firmicutes,1,Test
100129,129496,NZ_CP045356.1,Proteobacteria,0,Train
100130,338029,NZ_CP032169.1,Proteobacteria,0,Test
100131,152988,NZ_CP015116.1,Proteobacteria,0,Train
100132,119032,NZ_CP042557.1,Proteobacteria,0,Train
100133,236905,NZ_CP028972.1,Proteobacteria,0,Train
100134,103226,NC_019772.1,Cyanobacteria,6,Test
100135,30443,NZ_CP036188.1,Proteobacteria,0,Train
100136,46731,NZ_CP039919.1,Proteobacteria,0,Train
100137,257545,NC_013858.1,Proteobacteria,0,Test
100138,278217,NZ_CP025961.1,Actinobacteria,2,Train
100139,187716,NZ_CP016905.1,Proteobacteria,0,Test
100140,45737,NZ_CP032322.1,Proteobacteria,0,Test
100141,128366,NZ_CP023943.1,Proteobacteria,0,Train
100142,55333,NZ_CP040888.1,Proteobacteria,0,Train
100143,184262,NZ_CP021449.1,Proteobacteria,0,Train
100144,163016,NZ_CP014903.1,Firmicutes,1,Train
100145,44797,NZ_CP032346.1,Proteobacteria,0,Train
100146,175377,NC_012656.1,Firmicutes,1,Train
100147,193244,NZ_CP021795.1,Proteobacteria,0,Train
100148,204183,NZ_CP024241.1,Proteobacteria,0,Train
100149,26147,NZ_CP032463.1,Firmicutes,1,Train
100150,244002,NZ_CP031995.1,Proteobacteria,0,Train
100151,203228,NZ_CP023167.1,Proteobacteria,0,Train
100152,91745,NZ_CP043441.1,Proteobacteria,0,Train
100153,214342,NC_003276.1,Cyanobacteria,6,Test
100154,292627,NC_017575.1,Proteobacteria,0,Train
100155,61890,NZ_AP017621.1,Proteobacteria,0,Train
100156,7240,NC_007901.1,Proteobacteria,0,Test
100157,241648,NZ_CP019258.1,Proteobacteria,0,Test
100158,222338,NZ_CP021003.1,Proteobacteria,0,Train
100159,324195,NZ_CP031805.1,Proteobacteria,0,Train
100160,335280,NZ_CP031953.1,Proteobacteria,0,Train
100161,155360,NZ_CP040452.1,Proteobacteria,0,Train
100162,188227,NZ_CP021834.1,Proteobacteria,0,Train
100163,125872,NZ_CP045351.1,Proteobacteria,0,Train
100164,89956,NZ_CP015836.1,Proteobacteria,0,Test
100165,927,NC_004851.1,Proteobacteria,0,Train
100166,350731,CP020755.1,Firmicutes,1,Train
100167,171730,NZ_CP013419.1,Proteobacteria,0,Train
100168,57526,NZ_CP041766.1,Actinobacteria,2,Train
100169,164375,NZ_CP015881.1,Proteobacteria,0,Train
100170,44403,NZ_CP032347.1,Proteobacteria,0,Train
100171,71276,NZ_AP018720.1,Proteobacteria,0,Train
100172,54593,NZ_CP025455.1,Proteobacteria,0,Test
100173,115320,NZ_AP018497.1,Actinobacteria,2,Test
100174,49470,NZ_CP040726.1,Proteobacteria,0,Train
100175,227753,NZ_CP019456.1,Proteobacteria,0,Train
100176,242279,NZ_CP034303.1,Proteobacteria,0,Test
100177,78518,NZ_CP020895.2,Proteobacteria,0,Train
100178,135532,NZ_CP045055.1,Proteobacteria,0,Test
100179,6271,NC_003078.1,Proteobacteria,0,Train
100180,241080,NZ_CP026527.1,Proteobacteria,0,Train
100181,66193,NZ_LR130510.1,Firmicutes,1,Train
100182,94452,NZ_CP040803.1,Firmicutes,1,Test
100183,177044,NZ_CP019938.1,Proteobacteria,0,Train
100184,279355,NZ_CP019459.1,Actinobacteria,2,Train
100185,133291,NZ_CP045736.1,Actinobacteria,2,Train
100186,300077,NZ_CP021356.1,Actinobacteria,2,Train
100187,77982,NZ_CP028553.2,Proteobacteria,0,Train
