Unnamed: 0,file,id,label,label_number,type
50001,91405,NZ_CP031063.1,Firmicutes,1,Train
50002,335877,NZ_CP031959.1,Proteobacteria,0,Train
50003,43799,NZ_CP032340.1,Proteobacteria,0,Train
50004,135882,NZ_CP045844.1,Proteobacteria,0,Train
50005,169998,NZ_CP013054.1,Proteobacteria,0,Train
50006,257521,NC_013859.1,Proteobacteria,0,Train
50007,279864,NC_008382.1,Proteobacteria,0,Train
50008,70579,NC_012782.1,Firmicutes,1,Train
50009,280306,NC_007713.1,Proteobacteria,0,Train
50010,177448,NZ_CP021031.1,Proteobacteria,0,Test
50011,251943,NZ_CP019709.1,Proteobacteria,0,Train
50012,148832,NZ_CP011358.1,Firmicutes,1,Train
50013,102993,NZ_CP043927.1,Proteobacteria,0,Test
50014,139462,NZ_CP011154.1,Firmicutes,1,Train
50015,262173,NZ_CP007794.1,Proteobacteria,0,Train
50016,160292,NZ_CP013265.1,Proteobacteria,0,Test
50017,311987,NZ_CP048288.1,Firmicutes,1,Train
50018,137047,NZ_CP046066.1,Proteobacteria,0,Train
50019,64539,NZ_LN832562.1,Proteobacteria,0,Train
50020,155868,NC_009468.1,Proteobacteria,0,Train
50021,251839,NZ_CP031852.1,Proteobacteria,0,Train
50022,63123,NZ_LN879548.1,Proteobacteria,0,Train
50023,356368,AP021850.1,Deinococcus-Thermus,5,Train
50024,91486,NZ_CP043441.1,Proteobacteria,0,Train
50025,125679,NZ_CP045351.1,Proteobacteria,0,Test
50026,252907,NZ_CP024936.1,Proteobacteria,0,Test
50027,24393,NZ_CP018426.1,Proteobacteria,0,Train
50028,67535,NZ_CP029358.1,Proteobacteria,0,Train
50029,22912,NZ_CP032356.1,Proteobacteria,0,Train
50030,3421,NZ_CP015851.1,Proteobacteria,0,Train
50031,82733,NZ_CP007733.1,Proteobacteria,0,Test
50032,328357,NZ_CP022781.1,Proteobacteria,0,Train
50033,212164,NZ_CP016356.1,Firmicutes,1,Train
50034,120595,NC_014754.1,Proteobacteria,0,Test
50035,257532,NC_013858.1,Proteobacteria,0,Train
50036,9589,NZ_CP029948.1,Proteobacteria,0,Train
50037,357877,CP025974.1,Proteobacteria,0,Train
50038,85833,NZ_CP010574.1,Proteobacteria,0,Train
50039,230824,NZ_CP026390.1,Proteobacteria,0,Train
50040,180026,NZ_CP021480.1,Firmicutes,1,Train
50041,162579,NZ_CP017076.1,Proteobacteria,0,Train
50042,229133,NZ_CP024310.1,Proteobacteria,0,Test
50043,295325,NZ_CP009417.1,Firmicutes,1,Train
50044,321423,NZ_CP032696.1,Proteobacteria,0,Test
50045,358828,CP047137.1,Proteobacteria,0,Test
50046,109464,NZ_CP013554.1,Proteobacteria,0,Train
50047,362102,AP022593.1,Actinobacteria,2,Test
50048,261856,NZ_CP007795.1,Proteobacteria,0,Train
50049,348942,CP002494.1,Firmicutes,1,Train
50050,80048,NZ_CP012185.1,Actinobacteria,2,Train
50051,18511,NZ_CP025894.1,Proteobacteria,0,Train
50052,161953,NZ_CP011453.2,Proteobacteria,0,Train
50053,172762,NZ_CP011518.2,Proteobacteria,0,Train
50054,283942,NC_016113.1,Actinobacteria,2,Train
50055,11225,NZ_CP028784.1,Proteobacteria,0,Train
50056,117103,NZ_AP014686.1,Proteobacteria,0,Train
50057,245754,NZ_CP030264.1,Proteobacteria,0,Train
50058,160312,NZ_CP013265.1,Proteobacteria,0,Train
50059,120856,NZ_AP019689.1,Proteobacteria,0,Train
50060,18156,NZ_CP034542.1,Firmicutes,1,Train
50061,75952,NC_017327.1,Proteobacteria,0,Train
50062,239375,NZ_CP031079.1,Proteobacteria,0,Train
