Unnamed: 0,file,id,label,label_number,type
200001,251856,NZ_CP031851.1,Proteobacteria,0,Test
200002,326639,NZ_CP022783.1,Proteobacteria,0,Train
200003,114837,NZ_CP044275.1,Firmicutes,1,Train
200004,16750,NZ_CP018860.1,Proteobacteria,0,Train
200005,127647,NZ_CP044959.1,Proteobacteria,0,Train
200006,244960,NZ_CP031570.1,Proteobacteria,0,Train
200007,82786,NZ_CP007732.1,Proteobacteria,0,Test
200008,219125,NZ_CP013105.1,Proteobacteria,0,Train
200009,309549,NZ_CP029831.1,Proteobacteria,0,Test
200010,50539,NZ_CP040546.1,Proteobacteria,0,Train
200011,154531,NZ_CP009112.1,Actinobacteria,2,Train
200012,11113,NZ_CP020486.1,Firmicutes,1,Train
200013,45339,NZ_CP032324.1,Proteobacteria,0,Test
200014,361582,CP048425.1,Proteobacteria,0,Train
200015,243449,NZ_CP047243.1,Cyanobacteria,6,Train
200016,328550,NZ_CP022781.1,Proteobacteria,0,Train
200017,197460,NZ_CP023071.1,Proteobacteria,0,Train
200018,133416,NZ_CP045722.1,Proteobacteria,0,Train
200019,332075,NZ_CP022762.1,Proteobacteria,0,Train
200020,341386,NZ_CP032925.1,Proteobacteria,0,Train
200021,216054,NZ_CP026843.1,Proteobacteria,0,Train
200022,6099,NC_009621.1,Proteobacteria,0,Test
200023,327882,NZ_CP022779.1,Proteobacteria,0,Train
200024,268969,NZ_LR594691.1,Proteobacteria,0,Train
200025,266081,NZ_CP009357.1,Proteobacteria,0,Test
200026,246933,NZ_CP047877.1,Proteobacteria,0,Train
200027,357833,CP025978.1,Proteobacteria,0,Train
200028,245357,NZ_CP031576.1,Proteobacteria,0,Train
200029,247274,NZ_CP047668.1,Proteobacteria,0,Train
200030,202421,NZ_CP019483.1,Proteobacteria,0,Test
200031,112510,NZ_CP044075.1,Proteobacteria,0,Test
200032,262663,NZ_CP009266.1,Proteobacteria,0,Train
200033,69319,NZ_CP031753.1,Proteobacteria,0,Test
200034,75501,NC_018423.1,Proteobacteria,0,Train
200035,224765,NZ_CP025587.1,Firmicutes,1,Train
200036,126517,NZ_CP045074.1,Proteobacteria,0,Train
200037,332160,NZ_CP022762.1,Proteobacteria,0,Train
200038,128240,NZ_CP035205.1,Proteobacteria,0,Train
200039,56803,NZ_CP041081.1,Firmicutes,1,Train
200040,70782,NC_008269.1,Actinobacteria,2,Train
200041,34958,NZ_CP023017.1,Proteobacteria,0,Test
200042,315063,NZ_CP008791.1,Proteobacteria,0,Train
200043,340976,NZ_CP033050.1,Firmicutes,1,Test
200044,17921,NZ_CP021437.1,Firmicutes,1,Train
200045,167505,NZ_CP044370.1,Proteobacteria,0,Test
200046,227739,NZ_CP026382.1,Proteobacteria,0,Test
200047,271762,NZ_CP012267.1,Proteobacteria,0,Train
200048,86792,NZ_LR134447.1,Actinobacteria,2,Train
200049,221088,NC_015904.1,Spirochaetes,7,Train
200050,50263,NZ_CP039426.1,Actinobacteria,2,Train
200051,157159,NZ_CP018729.1,Proteobacteria,0,Test
200052,11921,NZ_CP017759.1,Proteobacteria,0,Test
200053,112696,NZ_CP044080.1,Proteobacteria,0,Train
200054,62196,NZ_LT838198.1,Proteobacteria,0,Train
200055,175958,NZ_CP046613.1,Proteobacteria,0,Train
200056,292690,NC_017553.1,Proteobacteria,0,Train
200057,346373,NZ_CP032995.1,Proteobacteria,0,Test
200058,237164,NZ_CP028930.1,Proteobacteria,0,Train
200059,183754,NZ_CP021697.1,Proteobacteria,0,Train
200060,362851,AP022593.1,Actinobacteria,2,Train
200061,92916,NZ_CP010208.1,Proteobacteria,0,Train
200062,38632,NZ_CP038623.1,Proteobacteria,0,Train
200063,124101,NZ_CP018878.1,Firmicutes,1,Train
200064,235237,NZ_CP027600.1,Proteobacteria,0,Train
200065,23557,NZ_CP026161.1,Proteobacteria,0,Train
200066,133576,NZ_CP045561.1,Proteobacteria,0,Train
200067,93311,NZ_CP019443.1,Proteobacteria,0,Train
200068,12920,NZ_CP034149.1,Proteobacteria,0,Train
200069,72370,NZ_CP042825.1,Proteobacteria,0,Test
200070,360961,CP048637.1,Proteobacteria,0,Train
200071,47005,NZ_CP039899.1,Proteobacteria,0,Test
200072,109528,NZ_CP013553.1,Proteobacteria,0,Train
200073,115413,NZ_CP021994.1,Actinobacteria,2,Train
200074,278795,NZ_CP017294.1,Proteobacteria,0,Train
200075,29071,NZ_LR134399.1,Firmicutes,1,Train
200076,184134,NZ_CP021468.1,Proteobacteria,0,Train
200077,163973,NZ_CP016179.1,Proteobacteria,0,Train
200078,306540,NZ_CP017949.1,other,9,Train
200079,45942,NZ_CP032322.1,Proteobacteria,0,Train
200080,300403,NZ_CP024121.1,Firmicutes,1,Train
